RBD,DGV_RBD,NOM_RBD,NOM_COM_RBD,NOM_DEPROV_RBD,COD_DEPE2,DC_TOT,HH_TOT,mat_hom_tot,mat_muj_tot,mat_total
8824,2,ESCUELA BASICA GENERAL DIEGO ARACENA A.,LO BARNECHEA,SANTIAGO ORIENTE,1,0,0,0,0,0
8825,0,COLEGIO ANTARTICA CHILENA,VITACURA,SANTIAGO ORIENTE,1,86,3000,572,547,1119
8826,9,ESCUELA GRAL.OSCAR BONILLA BRADANOVIC,LAS CONDES,SANTIAGO ORIENTE,1,0,0,0,0,0
8827,7,COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,2,51,1780,432,594,1026
8828,5,LICEO SIMON BOLIVAR,LAS CONDES,SANTIAGO ORIENTE,1,106,4424,682,599,1281
8830,7,ESCUELA EDUCADORA ADELA EDWARDS SALAS,LAS CONDES,SANTIAGO ORIENTE,1,0,0,0,0,0
8831,5,LICEO MUNICIPALIZADO AMANDA LABARCA,VITACURA,SANTIAGO ORIENTE,1,0,0,0,0,0
8832,3,ESC. DE EDUC. DIFERENCIAL PAUL HARRIS,LAS CONDES,SANTIAGO ORIENTE,1,31,1204,77,69,146
8833,1,LICEO MARIA LUISA BOMBAL,VITACURA,SANTIAGO ORIENTE,2,34,1281,242,266,508
8835,8,LICEO SANTA MARIA DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,1,83,3258,426,420,846
8837,4,ESCUELA DE ED.DIFERENCIAL LO BARNECHEA,LO BARNECHEA,SANTIAGO ORIENTE,1,15,512,85,41,126
8839,0,INSTITUTO FERMIN VIVACETA,LO BARNECHEA,SANTIAGO ORIENTE,1,20,582,183,127,310
8840,4,ESCUELA DE FARELLONES,LO BARNECHEA,SANTIAGO ORIENTE,1,13,509,53,35,88
8841,2,COLEGIO PARROQUIAL STA ROSA DE LO BARNECHEA,LO BARNECHEA,SANTIAGO ORIENTE,2,86,3441,568,679,1247
8842,0,COLEGIO LA DEHESA,LO BARNECHEA,SANTIAGO ORIENTE,2,0,0,0,0,0
8843,9,ESCUELA PARTICULAR HOGAR ESPANOL,LAS CONDES,SANTIAGO ORIENTE,2,0,0,0,0,0
8844,7,ESC. PART. DE PARVULOS EL CANELO,LAS CONDES,SANTIAGO ORIENTE,2,0,0,0,0,0
8845,5,COLEGIO SAN JUAN DE KRONSTADT,LO BARNECHEA,SANTIAGO ORIENTE,2,17,563,77,49,126
8846,3,COLEGIO INMACULADA CONCEPCION,VITACURA,SANTIAGO ORIENTE,3,46,1617,359,493,852
8849,8,COLEGIO LA VIRGEN DE POMPEYA,LAS CONDES,SANTIAGO ORIENTE,2,66,2514,570,569,1139
8852,8,COLEGIO SAN PATRICIO,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8853,6,ESCUELA PART.DE PARVULOS LAS CAMELIAS,LAS CONDES,SANTIAGO ORIENTE,2,0,0,0,0,0
8854,4,INSTITUTO PRESIDENTE ERRAZURIZ,LAS CONDES,SANTIAGO ORIENTE,2,35,1235,399,171,570
8856,0,COLEGIO LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8859,5,COLEGIO ADVENTISTA LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8860,9,COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL,LO BARNECHEA,SANTIAGO ORIENTE,3,25,765,99,52,151
8861,7,COLEGIO ADVENTISTA LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,2,27,971,187,160,347
8862,5,COLEGIO TABANCURA,VITACURA,SANTIAGO ORIENTE,3,74,1188,1187,1,1188
8863,3,COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO,LAS CONDES,SANTIAGO ORIENTE,3,96,3858,506,517,1023
8866,8,COLEGIO LO CASTILLO,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8867,6,COLEGIO FRANCISCO DE ASIS,LAS CONDES,SANTIAGO ORIENTE,3,131,3734,474,393,867
8868,4,COLEGIO LA GIROUETTE,LAS CONDES,SANTIAGO ORIENTE,3,61,1967,252,313,565
8869,2,COLEGIO THE NEWLAND SCHOOL,LO BARNECHEA,SANTIAGO ORIENTE,3,104,3046,590,599,1189
8870,6,COLEGIO COMPANIA DE MARIA APOQUINDO,LAS CONDES,SANTIAGO ORIENTE,3,92,3029,634,730,1364
8871,4,COLEGIO LOS ANDES DE VITACURA,VITACURA,SANTIAGO ORIENTE,3,83,2746,0,842,842
8872,2,COLEGIO WENLOCK SCHOOL,LAS CONDES,SANTIAGO ORIENTE,3,73,2340,382,394,776
8873,0,COLEGIO VILLA MARIA ACADEMY,LAS CONDES,SANTIAGO ORIENTE,3,127,3910,0,1403,1403
8876,5,COLEGIO MANANTIALES,PROVIDENCIA,SANTIAGO ORIENTE,3,13,313,31,20,51
8877,3,COLEGIO DE LOS SAGRADOS CORAZONES,VITACURA,SANTIAGO ORIENTE,3,145,5678,985,972,1957
8878,1,COLEGIO DEL SAGRADO CORAZON DE APOQUINDO,LAS CONDES,SANTIAGO ORIENTE,3,114,4234,0,1172,1172
8880,3,COLEGIO NIDO DE AGUILAS,LO BARNECHEA,SANTIAGO ORIENTE,3,77,2926,390,352,742
8881,1,COLEGIO APOQUINDO HOMBRES,LO BARNECHEA,SANTIAGO ORIENTE,3,0,0,0,0,0
8883,8,COLEGIO CONCORDIA,LAS CONDES,SANTIAGO ORIENTE,3,17,481,34,25,59
8885,4,COLEGIO REDLAND SCHOOL,LAS CONDES,SANTIAGO ORIENTE,3,60,2149,407,421,828
8888,9,COLEGIO DEL VERBO DIVINO,LAS CONDES,SANTIAGO ORIENTE,3,170,6724,2062,0,2062
8889,7,COLEGIO APOQUINDO FEMENINO,LO BARNECHEA,SANTIAGO ORIENTE,3,0,0,0,0,0
8891,9,COLEGIO THE ANNUNCIATION SCHOOL,VITACURA,SANTIAGO ORIENTE,3,0,0,0,0,0
8892,7,COLEGIO SAN JUAN EVANGELISTA,LAS CONDES,SANTIAGO ORIENTE,3,102,4054,564,460,1024
8893,5,COLEGIO INTERNACIONAL SEK CHILE,LAS CONDES,SANTIAGO ORIENTE,3,100,4396,778,754,1532
8894,3,COLEGIO LA MAISONNETTE,VITACURA,SANTIAGO ORIENTE,3,61,2120,0,704,704
8895,1,COLEGIO DALCAHUE,LAS CONDES,SANTIAGO ORIENTE,3,17,482,64,18,82
8899,4,COLEGIO NUESTRA SENORA DEL PILAR,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8900,1,COLEGIO SEMINARIO PONTIFICIO MENOR,LAS CONDES,SANTIAGO ORIENTE,3,91,3184,535,364,899
8902,8,COLEGIO CORDILLERA DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,3,53,2026,689,0,689
8903,6,COLEGIO LINCOLN INTERNATIONAL ACADEMY,LO BARNECHEA,SANTIAGO ORIENTE,3,92,3888,410,356,766
8904,4,COLEGIO SANTA URSULA,VITACURA,SANTIAGO ORIENTE,3,91,2522,0,686,686
8905,2,COLEGIO EL CARMEN TERESIANO I,VITACURA,SANTIAGO ORIENTE,3,27,930,146,98,244
8906,0,COLEGIO SAINT GEORGE S COLLEGE,VITACURA,SANTIAGO ORIENTE,3,189,6371,1376,1246,2622
8908,7,ESCUELA BASICA LAS CARMELITAS DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8909,5,COLEGIO BRADFORD SCHOOL,VITACURA,SANTIAGO ORIENTE,3,92,3854,607,513,1120
8911,7,COLEGIO ARABE,LAS CONDES,SANTIAGO ORIENTE,3,38,1321,159,157,316
8912,5,ESCUELA DE PARVULOS Nå¡1138 MY MELODY KINDERGARTEN SCHOOL,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8913,3,COLEGIO EL DORADO,VITACURA,SANTIAGO ORIENTE,3,0,0,0,0,0
8914,1,COLEGIO WILLIAM KILPATRICK,LAS CONDES,SANTIAGO ORIENTE,3,30,1044,159,107,266
8916,8,ESCUELA DE PARVULOS SIMON BOLIVAR,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8917,6,COLEGIO CRAIGHOUSE,LO BARNECHEA,SANTIAGO ORIENTE,3,183,7101,985,883,1868
8919,2,COLEGIO SAN PEDRO NOLASCO,VITACURA,SANTIAGO ORIENTE,3,56,2234,484,348,832
8921,4,COLEGIO BRITISH HIGH,LAS CONDES,SANTIAGO ORIENTE,3,37,1375,237,156,393
8922,2,COLEGIO EL CANELO,LAS CONDES,SANTIAGO ORIENTE,3,0,0,0,0,0
8923,0,LYCÌäE ANTOINE DE SAINT-EXUPÌäRY,VITACURA,SANTIAGO ORIENTE,3,192,4602,53,66,119
8924,9,ESCUELA DE PARVULOS ANTARTICA CHILENA,VITACURA,SANTIAGO ORIENTE,3,0,0,0,0,0
8925,7,LICEO POLIVALENTE ARTURO ALESSANDRI P.,PROVIDENCIA,SANTIAGO ORIENTE,1,68,2905,838,173,1011
8926,5,LICEO DE NIÌÔAS N 7 LUISA SAAVEDRA DE GONZALEZ,PROVIDENCIA,SANTIAGO ORIENTE,1,71,2972,1,1308,1309
8927,3,LICEO CARMELA CARVAJAL DE PRAT,PROVIDENCIA,SANTIAGO ORIENTE,1,90,3194,0,1833,1833
8928,1,LICEO JOSE VICTORINO LASTARRIA,PROVIDENCIA,SANTIAGO ORIENTE,1,122,4633,2585,52,2637
8930,3,LICEO B 42 TAJAMAR,PROVIDENCIA,SANTIAGO ORIENTE,1,60,2426,5,1009,1014
8931,1,ESCUELA BASICA EL VERGEL,PROVIDENCIA,SANTIAGO ORIENTE,1,35,1346,15,516,531
8933,8,ESCUELA DE PROVIDENCIA,PROVIDENCIA,SANTIAGO ORIENTE,1,67,2755,505,493,998
8934,6,ESCUELA ABELARDO ITURRIAGA JAMETT,PROVIDENCIA,SANTIAGO ORIENTE,1,10,316,74,26,100
8935,4,C.DIAGNOST.Y TRAT.INTEGRAL,PROVIDENCIA,SANTIAGO ORIENTE,1,0,0,0,0,0
8936,2,ESCUELA ESPECIAL MC-KAY,CURACAVI,TALAGANTE,2,18,644,135,107,242
8938,9,COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN,PROVIDENCIA,SANTIAGO ORIENTE,2,27,1039,211,246,457
8941,9,COLEGIO SANTISIMA TRINIDAD,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8942,7,ESCUELA PARTICULAR TERESIANA DE SAN JOSE,SAN BERNARDO,SANTIAGO SUR,2,65,2659,582,513,1095
8943,5,ESCUELA PARTICULAR ELVIRA ERRAZURIZ,ÑUÑOA,SANTIAGO ORIENTE,2,0,0,0,0,0
8944,3,COLEGIO PARTICULAR REGINA PACIS,PROVIDENCIA,SANTIAGO ORIENTE,2,56,1523,455,370,825
8945,1,ESCUELA Y LICEO PAULINA VON MALLINCKRODT,PROVIDENCIA,SANTIAGO ORIENTE,2,32,1082,0,531,531
8949,4,COLEGIO LAS AMERICAS,LA REINA,SANTIAGO ORIENTE,3,34,953,0,0,0
8950,8,COLEGIO COMPANIA DE MARIA-SEMINARIO,PROVIDENCIA,SANTIAGO ORIENTE,3,47,1721,308,482,790
8951,6,COLEGIO ARGENTINO DEL SAGRADO CORAZON,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8952,4,COLEGIO PEDRO DE VALDIVIA,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8953,2,COLEGIO HUELEN,VITACURA,SANTIAGO ORIENTE,3,86,3103,0,587,587
8954,0,COLEGIO MARIA INMACULADA,PROVIDENCIA,SANTIAGO ORIENTE,2,70,2278,0,1005,1005
8955,9,COLEGIO SAINT GABRIELå«S SCHOOL ANEXO,PROVIDENCIA,SANTIAGO ORIENTE,3,35,1256,186,173,359
8956,7,COLEGIO LATINOAMERICANO DE INTEGRACION,PROVIDENCIA,SANTIAGO ORIENTE,3,24,912,122,69,191
8957,5,ESCUELA BASICA Nå¡280 ASOCIACION MONTESSORI,ÑUÑOA,SANTIAGO ORIENTE,3,11,286,57,39,96
8958,3,COLEGIO QUEEN VICTORY COLLEGE,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8959,1,COLEGIO SUPERIOR CAMBRIDGE,PROVIDENCIA,SANTIAGO ORIENTE,3,26,761,161,130,291
8962,1,ESCUELA ESPECIAL LEOPOLDO DONNENBAUM,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8964,8,COLEGIO CARMEN MC PHEE,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8965,6,COLEGIO CARLOMAGNO,PROVIDENCIA,SANTIAGO ORIENTE,2,0,0,0,0,0
8966,4,COLEGIO SAINT GABRIELå«S SCHOOL LOCAL SEDE,PROVIDENCIA,SANTIAGO ORIENTE,3,71,2285,416,374,790
8967,2,ESCUELA DE PARVULOS Nå¡1198 HOUSE GARDEN,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8969,9,COLEGIO THE ANGELå«S SCHOOL,ÑUÑOA,SANTIAGO ORIENTE,3,53,2254,362,345,707
8970,2,COLEGIO SAINT GABRIELå«S SCHOOL ANEXO,PROVIDENCIA,SANTIAGO ORIENTE,3,53,994,255,290,545
8971,0,CENTRO EDUCACIONAL OMEGA,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8972,9,COLEGIO SAN BENITO,VITACURA,SANTIAGO ORIENTE,3,147,5688,829,797,1626
8974,5,COLEGIO CAMPVS COLLEGE,PROVIDENCIA,SANTIAGO ORIENTE,3,47,1881,262,254,516
8978,8,COLEGIO DUNALASTAIR,LAS CONDES,SANTIAGO ORIENTE,3,101,3944,595,572,1167
8979,6,COLEGIO ALEMAN DE SANTIAGO,LAS CONDES,SANTIAGO ORIENTE,3,142,2793,410,399,809
8981,8,COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA,PROVIDENCIA,SANTIAGO ORIENTE,3,60,1621,365,406,771
8982,6,COLEGIO EL PATROCINIO DE SAN JOSE,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8983,4,COLEGIO JOHN JOHN,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8984,2,COLEGIO TREWHELAå«S ENGLISH SCHOOL,PROVIDENCIA,SANTIAGO ORIENTE,3,86,3054,425,461,886
8986,9,COLEGIO SAINT GABRIELå«S SCHOOL ANEXO,PROVIDENCIA,SANTIAGO ORIENTE,3,19,306,57,71,128
8987,7,ESCUELA DE PARVULOS Nå¡730 JARDIN INFANTIL MAMPATO,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8988,5,COLEGIO MARIANO,PROVIDENCIA,SANTIAGO ORIENTE,3,63,1983,140,463,603
8989,3,COLEGIO GRANVILLE`S COLLEGE,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8991,5,COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES,LAS CONDES,SANTIAGO ORIENTE,3,148,4609,749,790,1539
8992,3,COLEGIO ALEMAN SANKT THOMAS MORUS,PROVIDENCIA,SANTIAGO ORIENTE,3,83,3042,399,446,845
8993,1,COLEGIO PASTEUR,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
8995,8,COLEGIO SANTIAGO COLLEGE,LO BARNECHEA,SANTIAGO ORIENTE,3,169,5389,962,958,1920
8996,6,COLEGIO SAN IGNACIO EL BOSQUE,PROVIDENCIA,SANTIAGO ORIENTE,3,155,5318,1454,343,1797
8997,4,WEXFORD COLLEGE N 2,PROVIDENCIA,SANTIAGO ORIENTE,2,15,387,92,81,173
8998,2,COLEGIO CAMBRIDGE COLLEGE,PROVIDENCIA,SANTIAGO ORIENTE,3,31,1114,179,301,480
9001,8,ESCUELA ESPECIAL INSTITUTO BERTOLO,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
9003,4,COLEGIO THE ENGLISH INSTITUTE,PROVIDENCIA,SANTIAGO ORIENTE,3,148,4954,760,820,1580
9004,2,COLEGIO UNIVERSITARIO INGLES,PROVIDENCIA,SANTIAGO ORIENTE,3,47,1725,196,298,494
9005,0,COLEGIO ANDALICAN,PROVIDENCIA,SANTIAGO ORIENTE,3,0,0,0,0,0
9006,9,COMPLEJO EDUCACIONAL LA REINA,LA REINA,SANTIAGO ORIENTE,1,75,2542,485,418,903
9007,7,LICEO EUGENIO MARÌA DE HOSTOS,LA REINA,SANTIAGO ORIENTE,1,40,1483,244,245,489
9008,5,COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA,LA REINA,SANTIAGO ORIENTE,1,38,1436,314,262,576
9010,7,ESCUELA D-231 ESPECIAL DE DESARROLLO,LA REINA,SANTIAGO ORIENTE,1,22,856,80,47,127
9011,5,COLEGIO SAN CONSTANTINO,LA REINA,SANTIAGO ORIENTE,1,25,875,193,157,350
9012,3,ESCUELA BASICA YANGTSE EX E-229,LA REINA,SANTIAGO ORIENTE,1,36,1378,304,270,574
9013,1,ESCUELA PALESTINA,LA REINA,SANTIAGO ORIENTE,1,41,1506,371,284,655
9017,4,ESCUELA PARTICULAR SAN LEONARDO MURIALDO,LA REINA,SANTIAGO ORIENTE,2,21,669,189,222,411
9020,4,COLEGIO SANTA CATALINA LABOURÌä,LA REINA,SANTIAGO ORIENTE,2,51,1994,399,625,1024
9022,0,ESCUELA BASICA NAZARETH,LA REINA,SANTIAGO ORIENTE,2,0,0,0,0,0
9023,9,COMPLEJO EDUCACIONAL AMSTERDAM,LA REINA,SANTIAGO ORIENTE,2,0,0,0,0,0
9025,5,ESCUELA HERMANAS DEL NINO JESUS,LA REINA,SANTIAGO ORIENTE,2,13,419,104,94,198
9026,3,ESCUELA ESPECIAL CTI.LOS COPIHUES   N.3,SAN JOAQUIN,SANTIAGO CENTRO,2,13,528,50,30,80
9027,1,LICEO CATALINA LABOURE,LA REINA,SANTIAGO ORIENTE,2,0,0,0,0,0
9029,8,COLEGIO PARTICULAR INFANTES DE LA REINA,LA REINA,SANTIAGO ORIENTE,2,0,0,0,0,0
9032,8,ESCUELA PARTICULAR ANTINIL,LA REINA,SANTIAGO ORIENTE,2,7,183,44,30,74
9033,6,COLEGIO STA MARIA REINA,LA REINA,SANTIAGO ORIENTE,2,47,1766,453,485,938
9035,2,COLEGIO EL CARMEN TERESIANO,LA REINA,SANTIAGO ORIENTE,3,27,984,180,168,348
9036,0,COLEGIO JOSÌä ARRIETA,LA REINA,SANTIAGO ORIENTE,2,36,1237,473,498,971
9038,7,COLEGIO SAN LUIS DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,3,16,357,43,25,68
9039,5,COLEGIO RUBEN DARIO,LA REINA,SANTIAGO ORIENTE,3,27,1032,189,167,356
9041,7,ESCUELA BASICA SANTA LAURA,LA REINA,SANTIAGO ORIENTE,3,0,0,0,0,0
9042,5,COLEGIO DE LA SALLE,LA REINA,SANTIAGO ORIENTE,3,74,2893,585,463,1048
9043,3,ESCUELA DE PARVULOS Nå¡750 CHISPITAS,LA REINA,SANTIAGO ORIENTE,3,4,152,20,24,44
9046,8,COLEGIO THE GRANGE SCHOOL,LA REINA,SANTIAGO ORIENTE,3,217,9538,1065,1006,2071
9049,2,ESCUELA BASICA PART. PAULA JAVIERA,LA REINA,SANTIAGO ORIENTE,2,0,0,0,0,0
9050,6,COLEGIO REPTON SCHOOL,LA REINA,SANTIAGO ORIENTE,3,0,0,0,0,0
9051,4,COLEGIO ANDREE ENGLISH SCHOOL,LA REINA,SANTIAGO ORIENTE,3,187,6304,933,972,1905
9052,2,ESCUELA DE PARVULOS LOS TROMPITOS,LA REINA,SANTIAGO ORIENTE,3,0,0,0,0,0
9053,0,COLEGIO TERESIANO ENRIQUE DE OSSO,LA REINA,SANTIAGO ORIENTE,3,81,2791,523,581,1104
9054,9,COLEGIO SAINT JOHNå«S VILLA ACADEMY,LA REINA,SANTIAGO ORIENTE,3,52,1657,95,407,502
9056,5,ESCUELA BASICA Nå¡ 733 PEQUENO MOZART,LA REINA,SANTIAGO ORIENTE,3,5,167,17,17,34
9057,3,ESCUELA BASICA FARMHOUSE SCHOOL,LA REINA,SANTIAGO ORIENTE,3,0,0,0,0,0
9058,1,INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT,ÑUÑOA,SANTIAGO ORIENTE,4,45,1300,310,348,658
9060,3,LICEO POLITECNICO PEDRO DE VALDIVIA,ÑUÑOA,SANTIAGO ORIENTE,4,40,995,174,217,391
9061,1,LICEO POLITECNICO A Nå¡ 60 PRESIDENTE MANUEL MONTT,ÑUÑOA,SANTIAGO ORIENTE,4,42,964,188,137,325
9063,8,LICEO INDUSTRIAL CHILENO-ALEMAN DE ÑUÑOA,ÑUÑOA,SANTIAGO ORIENTE,4,45,1875,869,46,915
9064,6,LICEO TECNICO B NÌ¥ 58 JOSE MARIA NARBONA,ÑUÑOA,SANTIAGO ORIENTE,4,27,1013,158,315,473
9065,4,LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,ÑUÑOA,SANTIAGO ORIENTE,4,31,1005,217,220,437
9066,2,CENTRO DE DIAG.Y TRATAMIENTO,ÑUÑOA,SANTIAGO ORIENTE,1,0,0,0,0,0
9067,0,EDUC. DIFERENCIAL EXEQUIEL GONZALEZ C. .,ÑUÑOA,SANTIAGO ORIENTE,1,0,0,0,0,0
9069,7,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,MACUL,SANTIAGO ORIENTE,2,55,2080,261,231,492
9070,0,ESCUELA BENJAMIN CLARO VELASCO,ÑUÑOA,SANTIAGO ORIENTE,1,39,1444,318,241,559
9071,9,LICEO AUGUSTO D HALMAR,ÑUÑOA,SANTIAGO ORIENTE,1,32,1194,314,405,719
9072,7,LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48,MACUL,SANTIAGO ORIENTE,1,53,2205,302,241,543
9073,5,LICEO CARMELA SILVA DONOSO,ÑUÑOA,SANTIAGO ORIENTE,1,59,2385,218,767,985
9074,3,LICEO JOSE TORIBIO MEDINA,ÑUÑOA,SANTIAGO ORIENTE,1,73,3063,742,767,1509
9075,1,COMPLEJO EDUC. JOAQUIN EDWARDS BELLO.,MACUL,SANTIAGO ORIENTE,1,32,1148,163,120,283
9077,8,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,ÑUÑOA,SANTIAGO ORIENTE,1,35,1294,351,132,483
9078,6,LICEO LENKA FRANULIC,ÑUÑOA,SANTIAGO ORIENTE,1,60,2207,395,487,882
9082,4,COL TEC PROFESIONAL REPUBLICA ARGENTINA,ÑUÑOA,SANTIAGO ORIENTE,1,46,1632,362,343,705
9083,2,ESCUELA DIFERENCIAL MUNICIPAL AMAPOLAS,ÑUÑOA,SANTIAGO ORIENTE,1,24,843,80,56,136
9084,0,ESC.PRESIDENTE EDUARDO FREI MONTALVA,ÑUÑOA,SANTIAGO ORIENTE,1,53,2057,413,380,793
9085,9,ESCUELA JOSE BERNARDO SUAREZ,MACUL,SANTIAGO ORIENTE,1,40,1585,280,206,486
9086,7,ESCUELA AURORA DE CHILE,ÑUÑOA,SANTIAGO ORIENTE,1,23,813,83,59,142
9087,5,CENTRO EDUC. VALLE HERMOSO,PEÑALOLÉN,SANTIAGO ORIENTE,1,61,2415,380,348,728
9088,3,LICEO ANTONIO HERMIDA FABRES,PEÑALOLÉN,SANTIAGO ORIENTE,1,87,3339,766,699,1465
9089,1,ESCUELA BÌSICA JOSÌä TORIBIO MEDINA,ÑUÑOA,SANTIAGO ORIENTE,1,43,1684,368,277,645
9090,5,ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,MACUL,SANTIAGO ORIENTE,1,28,1096,136,94,230
9091,3,ESCUELA REPUBLICA DE FRANCIA,ÑUÑOA,SANTIAGO ORIENTE,1,35,1278,247,167,414
9092,1,ESCUELA BASICA MUNICIPALIZADA DE MACUL,MACUL,SANTIAGO ORIENTE,1,0,0,0,0,0
9094,8,ESCUELA BASICA JOSE PEDRO ALESSANDRI,MACUL,SANTIAGO ORIENTE,1,0,0,0,0,0
9095,6,ESCUELA BASICA EL LIBERTADOR,ÑUÑOA,SANTIAGO ORIENTE,1,0,0,0,0,0
9096,4,ESCUELA BASICA BRIGIDA WALKER ANEXO,ÑUÑOA,SANTIAGO ORIENTE,1,0,0,0,0,0
9097,2,ESCUELA REPUBLICA DE COSTA RICA,ÑUÑOA,SANTIAGO ORIENTE,1,45,1903,318,274,592
9098,0,ESCUELA JUAN BAUTISTA PASTEN,PEÑALOLÉN,SANTIAGO ORIENTE,1,46,1613,305,259,564
9099,9,ESCUELA MANUEL GUZMAN MATURANA,PEÑALOLÉN,SANTIAGO ORIENTE,1,0,0,0,0,0
9100,6,LICEO REPUBLICA DE SIRIA,ÑUÑOA,SANTIAGO ORIENTE,1,111,4430,915,933,1848
9102,2,ESCUELA GUILLERMO ZANARTU IRIGOYEN,ÑUÑOA,SANTIAGO ORIENTE,1,45,1762,331,281,612
9103,0,ESCUELA UNION NACIONAL ARABE,PEÑALOLÉN,SANTIAGO ORIENTE,1,36,1439,238,206,444
9104,9,ESCUELA VILLA MACUL,MACUL,SANTIAGO ORIENTE,1,56,2196,398,378,776
9105,7,CENTRO EDUCACIONAL EDUARDO DE LA BARRA,PEÑALOLÉN,SANTIAGO ORIENTE,1,50,2054,343,305,648
9106,5,CENTRO EDUCACION MARIANO EGANA,PEÑALOLÉN,SANTIAGO ORIENTE,1,74,2991,661,451,1112
9107,3,LICEO ERASMO ESCALA ARRIAGADA,PEÑALOLÉN,SANTIAGO ORIENTE,1,20,696,39,41,80
9108,1,ESCUELA JAIME EYZAGUIRRE,MACUL,SANTIAGO ORIENTE,1,0,0,0,0,0
9110,3,ESCUELA CARLOS HERNANDEZ PENA,PEÑALOLÉN,SANTIAGO ORIENTE,1,29,1024,163,160,323
9111,1,ESCUELA LUIS  ARRIETA CANAS,PEÑALOLÉN,SANTIAGO ORIENTE,1,28,1008,186,167,353
9116,2,LICEO MUNICIPALIZADO MANUEL ROJAS,MACUL,SANTIAGO ORIENTE,1,22,819,64,39,103
9117,0,COLEGIO MATILDE HUICI NAVAS,PEÑALOLÉN,SANTIAGO ORIENTE,1,51,1935,362,335,697
9119,7,CENTRO EDUCACIONAL VICUNA MACKENNA DE MACUL,MACUL,SANTIAGO ORIENTE,1,0,0,0,0,0
9120,0,ESCUELA ENRIQUE MOLINA GARMENDIA,MACUL,SANTIAGO ORIENTE,1,0,0,0,0,0
9121,9,ESCUELA TOBALABA,PEÑALOLÉN,SANTIAGO ORIENTE,1,37,1336,295,300,595
9122,7,ESCUELA JULIO MONTT SALAMANCA,MACUL,SANTIAGO ORIENTE,1,43,1651,256,218,474
9123,5,ESCUELA JOSE MIGUEL CARRERA,MACUL,SANTIAGO ORIENTE,1,0,0,0,0,0
9124,3,ESCUELA LUIS GREGORIO OSSA,PEÑALOLÉN,SANTIAGO ORIENTE,1,0,0,0,0,0
9125,1,ESCUELA BASICA,MACUL,SANTIAGO ORIENTE,1,60,2422,411,399,810
9127,8,COLEGIO LIKANKURA DE PEÌÔALOLÌäN,PEÑALOLÉN,SANTIAGO ORIENTE,1,46,1653,391,353,744
9128,6,ESCUELA DE ED.DIFERENCIAL HELLEN KELLER,ÑUÑOA,SANTIAGO ORIENTE,1,23,843,61,40,101
9131,6,ESCUELA JUAN MOYA MORALES,ÑUÑOA,SANTIAGO ORIENTE,1,39,1449,334,251,585
9134,0,ESCUELA BASICA ELEUTERIO RAMIREZ MOLINA,PEÑALOLÉN,SANTIAGO ORIENTE,1,0,0,0,0,0
